type,topic,source,title,body,tag,payload
quiz,Interview Prep,llm,"Quiz: The dependency stall","A teammate's delayed component blocks you. What is the best FIRST move?","Situational Judgment","{""options"": [""Report them to the manager"", ""Offer help directly and agree on an interface you can stub against"", ""Wait until they finish"", ""Take over their component without asking""], ""correct"": ""Offer help directly and agree on an interface you can stub against"", ""explain"": ""Help-first preserves the relationship; the stub unblocks you technically. Escalation is the honest later step if risk persists — leading with it skips the collegial options.""}"
fact,Interview Prep,llm,"The senior's bug","Scenario: you find a bug in a senior engineer's code. Verify first — a minimal reproduction — because the likeliest explanation of surprising senior code is your misunderstanding. Then a private, curious approach: I might be misreading this, but this input seems to produce X — am I missing something?","Situational Judgment",
fact,Interview Prep,llm,"Curiosity as the frame","The question-shaped correction does double duty: if you are wrong, you learn without embarrassment; if you are right, they save face and fix it. Framing corrections as questions is not timidity — it is the professional convention for correcting upward, at every level.","Situational Judgment",
fact,Interview Prep,llm,"Severity changes the rules","One override: if the bug is shipping-critical or a security issue, speed beats delicacy — file it through the proper channel immediately with the reproduction attached, and notify them directly in parallel. Judgment means knowing when politeness protocols yield to impact.","Situational Judgment",
quiz,Interview Prep,llm,"Quiz: Correcting upward","You believe you found a bug in a senior engineer's merged code. What comes first?","Situational Judgment","{""options"": [""Announce it in the team channel"", ""Build a minimal reproduction to verify your understanding"", ""Fix it silently in your next commit"", ""Assume seniors do not write bugs""], ""correct"": ""Build a minimal reproduction to verify your understanding"", ""explain"": ""Verification protects everyone: half of found bugs in unfamiliar code are misreadings. Armed with a reproduction, the private, question-framed conversation is short and productive either way.""}"
fact,Interview Prep,llm,"Week one in a new codebase","Scenario: brand-new codebase and framework. The plan interviews want: day one, run it locally and trace ONE request end to end; days two and three, read the core modules and tests around your first task; then ship something tiny — a docs fix, a small bug — to learn the contribution pipeline itself.","Situational Judgment",
fact,Interview Prep,llm,"Tests as documentation","The insider move: read the TESTS first — they are executable documentation of intended behavior, and they show you how components are actually invoked. Pairing that with git history (who touches this file, what changed recently) maps both the code and the people.","Situational Judgment",
fact,Interview Prep,llm,"Ship small, early","The first tiny merged change matters disproportionately: it exercises the whole toolchain — branch, build, test, review, deploy — while stakes are low. Teams read an early small ship as momentum; a silent first month reads as drowning, whatever the reason.","Situational Judgment",
quiz,Interview Prep,llm,"Quiz: New codebase, first move","Dropped into a large unfamiliar codebase, what is the highest-value first activity?","Situational Judgment","{""options"": [""Read every file top to bottom"", ""Run it locally and trace one request end to end"", ""Propose a rewrite"", ""Memorize the style guide""], ""correct"": ""Run it locally and trace one request end to end"", ""explain"": ""One traced path teaches the architecture as a living system — entry points, layers, data flow — in hours. Linear file reading teaches syntax without structure; rewrites before understanding are the classic anti-pattern.""}"
fact,Interview Prep,llm,"Two seniors, your opinion","Scenario: two senior engineers disagree and ask your view. Do not dodge and do not pick a person — pick CRITERIA: it depends on whether we optimize for launch speed or for the migration next quarter; under speed, approach A wins. Reasoning earns respect; deference earns nothing.","Situational Judgment",
fact,Interview Prep,llm,"Steelman both first","Open by restating both positions fairly — it proves you listened and buys credibility for your take. If you genuinely lack the context to judge, say what INFORMATION would decide it: I would want the query volume numbers; above X, the caching argument dominates.","Situational Judgment",
